shap_Bio1,shap_Bio2,shap_Bio3,shap_Bio4,shap_Bio5,shap_Bio6,shap_Bio7,shap_Bio8,shap_Bio9,shap_Bio10,shap_Bio11,shap_Bio12,shap_Bio13,shap_Bio14,shap_Bio15,shap_Bio16,shap_Bio17,shap_Bio18,shap_Bio19
0.2994808842667694,2.3556590156966704,0.13621894006744953,-0.05230875247296751,0.09495607853954358,-0.14471967496809976,0.1118188246122332,0.1156513982641852,0.0944206152401504,-0.8151053003782921,-0.2970370711995825,0.42563416634482265,0.9054162003815126,0.4364592541154038,-0.35799511811847484,0.9130202966575074,0.2633627490683636,-1.0988039352438552,-0.14346986212472723
0.01803753229866197,0.14744536593290522,-0.0017323974412844685,0.08173329290524285,0.3435849021356099,-0.3088687358726568,0.11061974312234213,0.13631433055487574,-0.16883832298284415,1.0169724560387798,-0.35256089461570483,-0.05802595248323902,0.012875825520748396,0.10107453239073856,-0.35336664374138116,-0.059916880865777365,0.039444982941197505,-0.5526570812258013,-0.045991405952785426
-0.5749605265793573,-0.5987634312762712,-0.1065907546136422,0.031770862328135197,-0.3140110623244381,-0.1056043794799469,-0.36183777389044575,0.5592317859857161,0.3427318727034076,-0.5119317695641049,-0.41377699037747767,0.14942990322455185,0.20759845549221398,-0.29870685308101624,0.6032351106054664,0.06438460040561411,0.26507511283195595,-0.32572976471357795,0.19115250716248822
0.45132606810778947,-0.10439901564760756,0.011158624925716287,-0.30063037427932354,0.3615771250056272,-0.10122733399710467,0.1731188394995813,-0.8501360379380666,0.5185799137255331,0.8617207743510183,0.022202257067951942,0.12044698197610182,-0.18442598357249848,0.11017694011064161,-0.2598232557285518,0.1164697330577426,-0.03645980609355578,-0.44373641660762536,-0.0054890921106631
-0.4933611675980671,2.9780614366769735,0.14329595643933624,-0.27752799439388626,-0.2306727501539,-0.34955372555299696,-0.3187173597892232,0.285407475593628,-0.4022008588034806,-0.727451279940387,-0.738898048406417,0.14874906890888306,0.37762216029435103,0.08753025587820355,1.9490230516967688,0.6689681073071195,0.28597343136612435,-0.6229513627932132,0.0018782187310111276
-0.45755538248842087,-0.009958728296020958,-0.09769599191986315,-0.5260963498654924,-0.26309394462438723,-0.02713208361215232,-0.09881638613271397,-0.2704879217388718,0.3671346751822855,-0.5632941116400774,-0.3224262320859533,0.05773418427916943,-0.21226480287935443,0.014765733159519604,0.022929449983353074,0.015036748552271773,0.12807700080480178,-0.43928422524836064,0.10744593438214323
0.7364859918183271,0.06075482911254645,0.02661238899728195,-0.2515225524041951,0.25378043629396557,0.44051203675937883,-0.04226975480141134,-0.07073028744318648,-0.040725432597696454,1.113174481006145,0.4757507057271479,0.14064489843484926,-0.12171978082733077,0.0422848539228274,-0.26600495957524894,0.03477646173939738,0.1128926741960865,-0.3995871654427137,0.07776392172353515
0.4940043733731727,5.017021650125826,0.22049228887268493,-0.3287403002129691,-0.04692721674067631,-0.4493558933452498,0.43509691138475665,-0.04818731717361705,-0.6949992047615515,-0.8285882458647317,-0.38541814502435834,0.25834051204407443,-0.13677034012246722,0.5860989958758771,0.38819637033956506,0.05260270791299141,0.33987457296175977,-0.41672882899870306,0.12135866625955143
-0.4490759099717065,-0.42033489809167496,-0.09486574327898241,-0.398054350253836,-0.30057111338362574,-0.0752206754824823,-0.2066226171535467,0.41656116118920755,0.45511703089703337,-0.43777981216247014,-0.24076547461838974,0.25093774607045805,-0.03668202033306341,0.11266596274977436,0.4499229134695939,0.08124684641377182,0.2562221523358928,-0.2292180035342978,0.11655609535557998
-0.4724682635059752,-0.46896987634636406,-0.053939948541707285,-0.5898574663479919,-0.3479168706359985,0.0331755585541235,-0.26092166127053573,0.8091512679115388,-1.3320947321206327,-0.5528333309751663,-0.5820536909528028,0.08910442140584969,-0.08300373992599612,-0.3937951338250956,0.6684683157686399,-0.13397347240747104,0.3498600401856496,-0.7936213424493875,0.1493067883639141
