shap_Bio1,shap_Bio2,shap_Bio3,shap_Bio4,shap_Bio5,shap_Bio6,shap_Bio7,shap_Bio8,shap_Bio9,shap_Bio10,shap_Bio11,shap_Bio12,shap_Bio13,shap_Bio14,shap_Bio15,shap_Bio16,shap_Bio17,shap_Bio18,shap_Bio19
0.19495454898867695,1.8980685731354736,0.07813468572738229,-0.018252535827792144,-0.07766422333986596,-0.48623523608865643,-0.3405321964274081,-0.06514052326204263,0.08539205799081258,-0.5849907835328795,-0.14462813042646952,-0.011354956455352264,0.6356206797066591,-0.02881773922416812,-1.3052287190478724,0.513871272771108,-0.02628623529457282,-0.16981333170358917,-0.4854646622564567
-0.10362275567152286,-1.0984655763612408,-0.0765588764899406,0.15473137300677373,0.06851985604457707,-0.5152261076222056,-0.06182878053091064,-0.06390367248950472,-0.4959309092796997,0.9375113147578471,-0.3333162707698936,-0.09974171817370585,-0.04836522605480168,0.09739993849095363,-0.7334095916015052,-0.1141160328853889,0.0393929457807188,-0.6720315226672744,-0.35591990213927366
-0.639412398191725,-2.1510009231542133,-0.04236605341702382,-0.36731340611534,-0.12140749940635572,-0.5059634444991998,-0.7106868794360098,0.20223799563054215,-0.0783003607684516,0.044440544465374744,-0.34869106297915836,-0.011405784365125479,0.17632989639012905,-0.1688119434566775,0.613016407767306,0.09143141149520743,0.07867626028341212,-0.4895715929361097,-0.34953042578293564
0.21776134839232916,-1.5148028433674285,-0.08269725018314755,-0.45943999484819315,0.049095836802628114,-0.2717817420559861,-0.046247385625454975,-0.579154410210828,0.3130251539922726,0.7387368808801217,-0.10455207193915077,-0.001021165493546657,-0.2665133094003962,-0.006660238172494652,-0.3653338771896253,0.03319243315676338,-0.036059913440552226,-0.45974721571248517,-0.27837645704774466
-0.5103797995459861,1.6065037452897173,0.09363036865090628,-0.6075494476862568,-0.02527020109881728,-0.5705017762483348,-0.49667333182653134,-0.03677107580441633,-0.7567493355329389,-0.37024021809879143,-0.6137923086978837,-0.14407987544563125,0.32174364431090036,-0.521458953583061,1.548565398697436,0.7741173342425657,0.07116582223293151,-0.3453653044197927,-0.23274623329081337
-0.6152945969524725,-2.079476138104365,-0.04461931949526243,-0.7634374637173513,-0.1827858778967034,-0.3048690656519777,-0.5326911017601467,0.09884219889005193,-0.11949848508542853,-0.10181474643499848,-0.34664918330924194,-0.05082852238721891,-0.3312612051811679,0.09415999097648586,0.005188000359041507,-0.03941190474014881,0.05036074525504941,-0.6219439228944253,-0.26997799937346917
0.5997694136142412,-1.3719372350000791,-0.04956105944164979,-0.35016660759451496,0.13016419611032667,0.11515437889430591,-0.282339904395672,0.03677174770653687,-0.37828759653394833,1.1207624000315075,0.2539832268123119,-0.005774617130188157,-0.13672464333078102,0.1674239045516476,-0.28031774855711483,-0.03884698803358525,0.07573963588115906,-0.4314047074212979,-0.4325602128391246
0.3351668057367645,3.562405387256027,0.12686155929383927,-0.588383447915538,0.03261748778742487,-0.6836481172444461,0.3297521972624822,-0.12620725076444791,-0.7304639372936946,-0.5343636373691995,-0.055031594210744585,-0.04089549842406215,-0.32463713215396806,-0.10599246462227956,0.1945184450082662,-0.08119181049388824,0.030383584682103965,0.05920692356184761,-0.4037521065061764
-0.5646407370415129,-2.3184060660480736,-0.0400279726256351,-0.7148602035987196,-0.18853374790264935,-0.31045219521760775,-0.5951767396313207,0.7914262566497371,-0.05035580068986478,0.15326541934016227,-0.25654726515926035,0.01888983154749635,-0.13171400155869314,0.10219995729418867,0.4086934004992128,0.08827065507242741,0.06824319125660121,-0.49344188465948796,-0.29781897062539014
-0.5925429566909296,-2.485875862755066,-0.017786106683093994,-0.7862183499827342,-0.36526961231173205,-0.3557551783524664,-0.7717306652502313,0.2674041392394506,-1.2825775459521649,-0.10341967353932187,-0.5314047664429948,-0.008660027600327838,-0.0982638503616357,-0.17151809423121947,0.7132640391474127,-0.10610981690372297,0.18133022741880822,-0.8034561733570899,-0.22881902582197466
