shap_Bio1,shap_Bio2,shap_Bio3,shap_Bio4,shap_Bio5,shap_Bio6,shap_Bio7,shap_Bio8,shap_Bio9,shap_Bio10,shap_Bio11,shap_Bio12,shap_Bio13,shap_Bio14,shap_Bio15,shap_Bio16,shap_Bio17,shap_Bio18,shap_Bio19,shap_Elevation,shap_LandCover,shap_Soilgrid-bdod,shap_Soilgrid-cec,shap_Soilgrid-cfvo,shap_Soilgrid-clay,shap_Soilgrid-nitrogen,shap_Soilgrid-phh2o,shap_Soilgrid-sand,shap_Soilgrid-silt,shap_Soilgrid-soc
-0.21341591000249693,0.6215759796064012,0.047252781560506274,-0.3694625369021787,0.16251554419856418,-0.43482136496561097,-0.06892713010400764,0.09769243444732056,-0.5824635079020272,-0.4352249905850174,-0.4259797430226874,0.030157603596326243,0.01673017677263655,0.6448903068179066,-0.028560019754744537,0.03184383696436566,0.18771279279443998,-0.4358804869834606,-0.28245450884689893,2.1538005615878566,0.04653747409868625,-0.03899532970285813,-0.30757576895809635,0.5370294306058759,-0.2586294591553062,-0.1071165929085951,0.13313219160573797,0.018039590696785734,-0.34480380978863456,-0.07200884296096277
0.5779781558355849,-0.4077969917916071,-0.002301902363848529,-0.19055649692503518,0.15453305383810945,0.09597896358909208,-0.2698778587466919,-0.03674996142050002,-0.3949080370747393,0.956400016951633,0.10478613657863023,-0.03307774456114432,-0.0966647887044193,-0.04497018372818273,-0.11818604097489804,-0.040714033136902694,0.01887532977089068,-0.33843790983261424,-0.34906670313610977,-1.0781020559299301,-0.19782630108532906,-0.0011923895201065848,0.006136924870033034,-0.4641899137961226,0.07942819419720737,0.011023596853986684,-0.018186387045773467,-0.20041627797643502,-0.0007771741985842517,0.01547450258871319
-0.6255518914928426,-0.8701471482388635,-0.10958814403497996,-0.5063681278303567,-0.27986472121468164,-0.5407738566081286,-0.30815180985529633,0.011229838862310326,-0.06764366233007246,-0.3837451982589659,-0.46799543620371675,-0.030928460984898654,0.48858145679015264,0.06367515726016748,0.8665209674556726,0.15928849037789927,0.038550351429756824,-0.4112962559475598,-0.33027795656884706,-0.6952675019572212,0.1281797457711219,-0.05833304638472059,0.09682359594494094,-0.4180477261153437,-0.1236684106556375,0.005730238635926144,-0.031056273737136153,-0.34754858137442657,-0.2561939579251331,-0.09351185500692916
0.5340806368792909,-0.30430249063992554,0.04121879588451216,-0.05216266943976644,-0.16373623353968536,0.16786981995375472,-0.41080202280552847,-0.06471270170704013,0.31229128566951836,-0.4499681798877019,0.22445158851253988,-0.03461100763879599,0.713028161684669,0.019984616146922596,-0.3411135966762685,0.4275148132374852,-0.16916668359951648,-0.4047512562022457,0.11122610941782374,-0.6028660767687204,0.4724950972310239,0.13008545880577016,-0.027695307602790598,-0.31279140004023576,0.03275282195653373,-0.014586599854264914,0.2534597613890369,-0.24182876781325302,-0.27754656959581614,-0.09459442991630052
-0.2307887161753327,-0.9047076892480418,-0.14410208607757524,-0.09655124479554889,0.07763650769988206,-0.3002987775645024,-0.46163905692284124,-0.3583335465197216,0.06556175186543511,-0.6456472650914351,0.19944427170316603,-0.08811561692824932,0.3751662343755774,-0.28738890676432705,-0.8186503434438079,0.010786681539403764,-0.050522355799938024,1.453786654004251,-0.13533340500557078,-1.363099057277906,0.12143770201666515,-0.07779126487739141,-0.10263940475680189,0.4420994340713513,-0.19332273743046413,0.009320387307333533,-0.025306352308762325,-0.05050684748950829,-0.23492539383815958,0.14937772963738893
-0.5516201227445062,-0.803538388308668,-0.11265610495027534,-0.493909298960968,-0.39755491235956775,-0.4801323922658042,-0.25564562457612117,0.25585796028839636,-0.40727871766889423,-0.4424711824677444,-0.43239325767287806,-0.11535762187607834,-0.07489169028285836,-0.3930341751116839,0.40922454811811426,-0.12550046316520336,0.19424112437730312,-0.36443363170620136,-0.4878020535684584,-0.9077173023409131,0.09770666261774319,-0.022923906744806155,0.13017380037326942,-0.44910552805648507,0.1343861433548864,0.20038191351706924,0.1056246506275389,-0.22148562714367925,0.043870191479338794,0.082902949786681
1.0574404388901892,-0.08808093955434171,-0.030260354346501206,1.1725164047014187,-0.4893865752735085,1.8603772555124605,0.6918235428799516,0.08409243809522793,0.5719240532673874,0.43955275085904855,0.7524810333851222,-0.2657651521344877,-0.19541686413762227,-0.09812014213118359,-0.7609698552974555,-0.019546808097123947,0.09231494187227285,0.6367315630713052,-0.017593642004800736,1.9538066603752535,0.026270320181213114,0.07881277418692167,-0.27628023350581254,0.15311513670204469,-0.6713670558090947,0.055349545191029415,-0.18423870358159666,-0.6748223944589712,-0.3172218179369851,-0.11248216122171262
0.6579017274162873,-0.22334872151341312,0.01806247372882963,-0.3812212580360338,0.1258211126537211,0.10688070319791054,-0.16580195268328668,0.12782459632624865,-0.2837174685478915,1.160596275620363,0.2589476587207309,-0.04924467142639344,-0.0653434170887125,0.30143314258853227,-0.2810956577434909,-0.06174737597158808,0.0821080236627133,-0.19971970505953174,-0.27245118667253954,-0.6473706817742921,0.09433741437575083,-0.02568110340406604,0.0031021293787496518,-0.5047997667883624,0.2223920422834711,-0.06746273264353853,0.12601790967697102,-0.14263203594800122,-0.12369844308086675,-0.08234688646920274
-0.07381636747371534,-0.2326879897505305,0.0015817416937721207,-0.27609131503961903,0.02704030024349524,-0.501822373324025,0.009886211784111754,-0.04003182201694255,-0.33885404370566063,1.243063325249722,-0.2974706243890324,0.03453495663457917,-0.11020198707692463,-0.027135459144865703,-0.6543678712553842,-0.11701708954000767,0.07282454548471484,-0.2899438833693473,-0.22014238953328524,-0.26668258702512737,-0.3744455313380656,0.18672048274517183,0.10732724592351317,-0.3809014166988627,0.21773857775487482,-0.0017961893388303007,-0.002758050535126899,0.08084510532093514,-0.11770896034603329,-0.01988604854531295
0.7380880522611345,-0.4276741045905842,0.01616703615307824,0.08192865526183846,0.06503384515079702,0.06804476507773227,-0.3501909474784549,0.04887457153686425,-0.1999402376868329,0.8586524482572,0.14225360304204415,0.03144539964649473,-0.05009464696774746,0.14355247094002233,0.08143454768075431,-0.03900264910078288,0.13054456221655986,-0.198568525195138,-0.24836778680543914,-0.8025442455812398,-0.7328823767132638,-0.013849664979404985,0.11136572481844265,-0.2994992139928413,0.23805808949719753,0.007770964981655415,0.029119571246798537,-0.16828626340108,-0.15937818706037443,-0.06650387305493266
